"x","y","group"
429.3,591,"control"
435.2,516.4,"control"
431.2,581.5,"control"
419.3,552.7,"control"
418.6,564.7,"control"
430.8,551.3,"control"
427.6,562.7,"control"
422,545.3,"control"
427,582,"control"
426.4,604.5,"control"
409.8,551.8,"control"
426.3,533.8,"control"
393.5,564,"control"
393,564.2,"control"
393.7,563.8,"control"
411.5,556.3,"control"
436.6,566.9,"control"
427.6,542.3,"control"
371,564.1,"control"
423.8,564.8,"control"
424.5,593.8,"control"
416.5,562.2,"control"
431.1,564.3,"control"
428.8,560.2,"control"
430.8,587.7,"control"
424.4,562.3,"control"
440.5,552.4,"control"
436.7,556.4,"control"
439.7,537.6,"control"
427.2,568.4,"control"
441.1,534.9,"control"
416.5,556.4,"control"
441.9,550.6,"control"
422.8,563.8,"control"
422.5,526.6,"control"
427.5,544.5,"control"
427.3,558.9,"control"
418.6,566.1,"control"
428.5,520.4,"control"
438.8,555.1,"control"
417.4,556.9,"control"
412.2,524.2,"control"
388.6,565.6,"control"
417.7,535,"control"
429.8,566.5,"control"
415.3,564,"control"
436,571.1,"control"
436.9,564.3,"control"
417.8,554.5,"control"
439.8,537.6,"control"
369.9,563.8,"control"
428.5,524.8,"control"
399.2,540.1,"control"
424.9,522.2,"control"
422.5,576.3,"control"
431.6,556.5,"control"
413.5,559.9,"control"
426.6,564.8,"control"
427.8,583.1,"control"
432.7,553.7,"control"
435,570.8,"control"
440,547.6,"control"
390.8,538,"control"
431.5,557.9,"control"
423.4,572.5,"control"
435.3,559.5,"control"
425,562.5,"control"
427.2,564.6,"control"
436.8,531.9,"control"
417.1,556.9,"control"
440.7,551.1,"control"
413.4,563.2,"control"
427.1,552.4,"control"
415.7,558.4,"control"
417,612,"control"
397.8,563.3,"control"
425.7,566.6,"control"
423,520.6,"control"
424,569,"control"
425,565.2,"control"
411.1,539.8,"control"
410.1,555,"control"
433.4,549.9,"control"
432.9,550.8,"control"
411.3,539.9,"control"
421.5,566.3,"control"
392.3,566.2,"control"
426,565,"control"
420.1,565.5,"control"
427.4,551.9,"control"
429.5,549,"control"
430.1,513.4,"control"
423.6,563.4,"control"
400,652.8,"control"
440.3,562.1,"control"
421.4,569.4,"control"
423.1,622.6,"control"
419.1,588.5,"control"
413.6,550.3,"control"
431.3,564.6,"control"
440.8,556.7,"control"
428.3,592.5,"control"
420.7,572.9,"control"
435.5,559.6,"control"
423.2,564.7,"control"
370.4,564.1,"control"
422.4,569,"control"
426.9,567.2,"control"
428.6,529.9,"control"
402.2,555.6,"control"
434.5,563.1,"control"
439.1,555.4,"control"
437.9,539.3,"control"
424.7,564.3,"control"
429.9,580.3,"control"
427.2,570.6,"control"
424.1,547.8,"control"
410.9,551.6,"control"
419.6,568.4,"control"
400.1,564.1,"control"
381.7,571.4,"control"
417.1,530,"control"
417.4,562.8,"control"
430.9,574.9,"control"
393.9,563.6,"control"
379.5,587,"control"
425.3,564.7,"control"
430.8,517,"control"
424.9,561.2,"control"
422.9,567.3,"control"
430.6,582,"control"
428,555.4,"control"
436.9,564.9,"control"
436.7,533.8,"control"
436.4,566.3,"control"
422.2,565.5,"control"
401,601,"control"
424.8,562.4,"control"
424.1,560.2,"control"
445.3,540,"control"
426.1,525.8,"control"
437.8,557,"control"
421.9,528.2,"control"
393.5,563.9,"control"
436.6,567.3,"control"
429.5,558.3,"control"
435.1,572,"control"
423.1,561.1,"control"
431.1,514.7,"control"
421.3,585.1,"control"
427.3,555.8,"control"
388.8,576,"control"
426.3,515.4,"control"
439.3,564.8,"control"
424.5,564.4,"control"
421.1,529.7,"control"
399.3,653.7,"control"
435.4,547.1,"control"
399,628,"control"
415.7,553.6,"control"
421.1,573.2,"control"
415.8,564.1,"control"
419.7,553.2,"control"
427.5,542.7,"control"
404.5,519.5,"control"
419.8,528,"control"
420.8,529.7,"control"
420.9,561.3,"control"
425,534.7,"control"
400.8,563.8,"control"
426.6,534,"control"
427.9,513.7,"control"
434.3,562.9,"control"
416.9,561.8,"control"
420.9,559.1,"control"
424.9,562.7,"control"
426,568.5,"control"
442.5,549.3,"control"
394.2,526.7,"control"
385.5,540.6,"control"
436.7,565.7,"control"
428.7,514.4,"control"
419,586.5,"control"
424.3,567.2,"control"
427.7,564.7,"control"
438.2,555.3,"control"
416.1,572.6,"control"
399.2,652.6,"control"
438,556.9,"control"
420.4,560.5,"control"
428.4,587.3,"control"
391.6,569,"control"
377.1,585.8,"control"
426.5,604.5,"control"
426.7,601.8,"control"
421.2,544.4,"control"
406.8,601.3,"control"
426.2,585.8,"control"
399,650.9,"control"
426.8,542.4,"control"
409.3,551.6,"control"
436.5,567.3,"control"
416.4,552,"control"
384.3,564,"control"
439.7,554.4,"control"
440.7,556.7,"control"
434.7,559.5,"control"
387.5,567.7,"control"
438.7,553.3,"control"
431.5,568.8,"control"
427.5,583.5,"control"
432.9,571.6,"control"
393.4,604.6,"control"
434.6,563.3,"control"
424.6,563.8,"control"
438.4,559.2,"control"
424.3,569,"control"
435.7,529.3,"control"
429.7,539.8,"control"
439.1,555.9,"control"
392,649,"control"
429,514.8,"control"
425.9,565.4,"control"
423,532,"control"
420.4,564.9,"control"
403.2,536.8,"control"
428.7,515.6,"control"
428.7,514.5,"control"
430.9,538.1,"control"
435.6,568.1,"control"
427.3,571.7,"control"
424.1,560,"control"
427.8,550.7,"control"
425.3,585.1,"control"
431.9,556.4,"control"
425,585.3,"control"
412.9,596.8,"control"
428.7,565.4,"control"
435.3,568.4,"control"
418.1,565.5,"control"
410.1,555.5,"control"
437.2,564.8,"control"
413.5,563.6,"control"
419.4,552.8,"control"
388.3,633.4,"control"
401,639,"control"
426.6,585.7,"control"
394.3,563.8,"control"
420.9,573.4,"control"
412.2,633.6,"control"
436.7,566.1,"control"
409.8,562.6,"control"
424.5,593.8,"control"
423.4,541.4,"control"
436.6,539.7,"control"
419.7,535.1,"control"
419.9,565.2,"control"
375,569.1,"control"
432.6,564.8,"control"
424.5,593.8,"control"
419.7,560.6,"control"
434.3,526.1,"control"
429.3,591,"control"
427.3,563.9,"control"
425.2,585.1,"control"
439.9,559.3,"control"
428.3,564.8,"control"
427.8,554.1,"control"
435.4,547.5,"control"
437.6,543.5,"control"
409.3,562.9,"control"
385.2,530.6,"control"
428.4,564.3,"control"
436.3,555.2,"control"
412.9,600.8,"control"
436.9,553.3,"control"
436.9,566.9,"control"
426.7,558.2,"control"
416.7,536.8,"control"
427,515.5,"control"
413.5,519.8,"control"
429.8,572.1,"control"
413.6,563.8,"control"
397.1,519.7,"control"
437.6,555.8,"control"
436.1,566.2,"control"
427,556.4,"control"
419.6,552.1,"control"
416.2,552.5,"control"
421.6,567.4,"control"
429.2,593.2,"control"
432.6,549.7,"control"
423.2,563.4,"control"
442,543.5,"control"
430.7,513.9,"control"
426.8,556.6,"control"
435.5,568.3,"control"
430.7,514.2,"control"
433.6,525.8,"control"
429.2,516.3,"control"
416.1,547.6,"control"
428.2,514.7,"control"
436.9,553.4,"control"
423.1,563.4,"control"
416.5,551.3,"control"
436.8,567.1,"control"
439.5,558.6,"control"
430.8,557.1,"control"
427.1,576,"control"
436,528.8,"control"
430.7,558.5,"control"
440.6,548.9,"control"
432.9,567.8,"control"
437,561.3,"control"
431.6,581.5,"control"
428.3,586.9,"control"
424,570.3,"control"
443.7,543.8,"control"
411.7,550.2,"control"
439.8,554.3,"control"
425.2,563.2,"control"
429.5,581.2,"control"
431.6,555.7,"control"
426,565.2,"control"
427.1,568.1,"control"
430.6,582.1,"control"
435.2,568.5,"control"
428.6,561.8,"control"
431,551.6,"control"
435.2,556.8,"control"
427,556.7,"control"
426.8,572.3,"control"
403,620.8,"control"
439.7,557.5,"control"
437.2,538.3,"control"
420.8,573.3,"control"
436,561.3,"control"
384.8,551.6,"control"
420.8,565.1,"control"
399,628,"control"
380.7,593.8,"control"
430,575,"control"
399.1,650.9,"control"
424.7,564.1,"control"
429.2,512.9,"control"
436.9,567.2,"control"
440.3,554.5,"control"
435.5,569,"control"
428.1,557.9,"control"
400.1,571.9,"control"
439.9,556.5,"control"
427.2,542.6,"control"
439.1,564.9,"control"
421.1,564.1,"control"
425.9,561.1,"control"
439,558.4,"control"
430.1,580.3,"control"
428.8,514.2,"control"
428.4,565.8,"control"
420.5,585.6,"control"
419.5,552.2,"control"
419,626,"control"
416,566.7,"control"
423,563.1,"control"
384.1,551.3,"control"
419.5,569.7,"control"
419.4,586.4,"control"
424.5,564.1,"control"
425.9,534.3,"control"
424,567.1,"control"
437.3,554.6,"control"
429.2,564.7,"control"
388.2,581.9,"control"
438.5,554.8,"control"
428.1,554.7,"control"
404.5,515.8,"control"
422.5,541.1,"control"
428.4,515.3,"control"
399.2,513.5,"control"
439.8,547.4,"control"
429.4,553.9,"control"
440.7,553.8,"control"
424.1,547.4,"control"
426.7,579,"control"
419.6,585.9,"control"
424.1,529.5,"control"
415.7,566.7,"control"
381.9,558.4,"control"
432.6,566.5,"control"
429,515.3,"control"
430.8,564.3,"control"
442.1,541.8,"control"
389.5,534.2,"control"
422.6,526.4,"control"
428.1,523.4,"control"
414.8,564.2,"control"
429,581,"control"
430.1,580.8,"control"
427.9,571.6,"control"
427.6,571.7,"control"
439.4,558.3,"control"
440.5,559.5,"control"
382.3,564.1,"control"
425.1,565.6,"control"
436.7,569.3,"control"
426.7,514.8,"control"
424.3,615.3,"control"
439.3,547.1,"control"
422.3,563.9,"control"
435.3,569.1,"control"
434.9,572.8,"control"
434.1,562.1,"control"
413,520.5,"control"
433.6,551.7,"control"
439.6,556.1,"control"
399.9,650,"control"
427.2,515.2,"control"
441.4,549.9,"control"
439.9,555.8,"control"
425.2,562.9,"control"
411,551.9,"control"
418,635,"control"
426,560,"control"
400.1,568.5,"control"
429.7,557.2,"control"
428.2,555.7,"control"
428,587.4,"control"
411.1,558.2,"control"
426.5,550.6,"control"
429.9,566.7,"control"
436.3,567.3,"control"
369.9,563.5,"control"
406.8,630.9,"control"
429.2,560.2,"control"
427.3,524.6,"control"
419.1,585.4,"control"
393.5,563.9,"control"
435.6,571.5,"control"
410.3,555,"control"
418.9,533.1,"control"
416.8,551.1,"control"
431.1,568.8,"control"
431.8,550.3,"control"
439.1,555.2,"control"
440.4,562.3,"control"
414.7,562.3,"control"
440,556.7,"control"
393.4,604.6,"control"
410.9,550.8,"control"
435.5,558,"control"
431.2,555.7,"control"
413.7,598.5,"control"
429.7,581.9,"control"
422.2,565,"control"
419.7,585.2,"control"
387.3,538.4,"control"
437.6,565,"control"
435.4,570.3,"control"
426.6,564.1,"control"
437,566,"control"
429.8,515.8,"control"
429.8,566.4,"control"
437.2,563.2,"control"
422.5,526.3,"control"
394.5,574.8,"control"
426.5,544.4,"control"
405.6,559.2,"control"
420.6,528.4,"control"
427.4,553.9,"control"
430.1,531.9,"control"
438.5,553.2,"control"
440.1,558,"control"
427.3,542.2,"control"
433.2,566.5,"control"
405.1,536.9,"control"
435.2,556.8,"control"
419.5,566.3,"control"
380.9,563.8,"control"
441,553.6,"control"
417.1,551.4,"control"
429.2,567.9,"control"
427.7,558.2,"control"
437.1,569.3,"control"
419.5,611.9,"control"
428.8,560.6,"control"
428.5,525.4,"control"
420.3,585.7,"control"
430.1,575.5,"control"
439.2,554.7,"control"
437.5,566.6,"control"
425,564.4,"control"
395.6,603.8,"control"
416.1,564,"control"
440.8,542,"control"
428.5,563.4,"control"
425.1,564.1,"control"
420.2,621.6,"control"
418.9,530,"control"
411.9,563.2,"control"
429.4,562.2,"control"
407.1,562.5,"control"
429.7,557.1,"control"
423.9,563.3,"control"
434.5,513.4,"control"
419.1,535.1,"control"
394.7,525.5,"control"
381.8,583,"control"
429.4,584.5,"control"
429.9,556.7,"control"
439.6,559.5,"control"
419.1,551,"control"
435.5,559.8,"control"
409.2,553,"control"
424.1,547.4,"control"
421.6,518.9,"control"
421,558.8,"control"
427.8,587.1,"control"
414.5,542,"control"
420.2,606.1,"control"
436.5,521.2,"control"
430.3,511.1,"control"
437.2,552.5,"control"
422.6,563.9,"control"
426.5,544.1,"control"
428.7,515.3,"control"
426,542.6,"control"
429.6,514.4,"control"
409.3,609.7,"control"
436.8,567.3,"control"
431.8,574.5,"control"
435.4,529.1,"control"
426.8,574,"control"
411.4,525.8,"control"
416.9,551.5,"control"
423.7,560.3,"control"
393.9,558.4,"control"
427.8,542.8,"control"
434.1,572,"control"
425.7,550.8,"control"
421.8,565.9,"control"
389.4,537.5,"control"
438.3,553.2,"control"
439.7,556.8,"control"
425,564.2,"control"
439.2,540.8,"control"
418.6,564.8,"control"
426.4,560.8,"control"
425.9,588,"control"
436.7,539.7,"control"
427.9,586.9,"control"
428.7,515.1,"control"
420.8,567.1,"control"
410.5,551.1,"control"
417.1,625.7,"control"
438.1,565.5,"control"
435,568.2,"control"
425.9,564.4,"control"
440.3,558.2,"control"
423.5,611.6,"control"
443.5,540.4,"control"
427.4,542.6,"control"
430.2,561.5,"control"
430.3,516.6,"control"
392.2,570.1,"control"
416.9,566.2,"control"
440.7,562.9,"control"
398,651.2,"control"
422.2,562.8,"control"
419.8,552.9,"control"
390,578.9,"control"
398.1,559.4,"control"
435.2,545.2,"control"
416.3,615.9,"control"
418.8,613.1,"control"
421.8,567.3,"control"
409.4,549.9,"control"
428.6,514.5,"control"
436.2,564.8,"control"
419.6,562.6,"control"
435.2,570.6,"control"
419.9,565.3,"control"
432.6,561.9,"control"
433.2,565.4,"control"
433.6,549.9,"control"
410.5,551.7,"control"
439,555.9,"control"
418.9,548.4,"control"
370.3,564.1,"control"
428.4,565.2,"control"
430.9,563.5,"control"
429.3,591,"control"
410.7,550.9,"control"
441.6,544.3,"control"
426.2,573,"control"
405.4,601.7,"control"
436.4,566.5,"control"
428.1,570,"control"
440.1,554.7,"control"
431.3,580.7,"control"
419.6,566.7,"control"
425.1,568.8,"control"
437.8,552.7,"control"
426.8,525.2,"control"
431.7,546.4,"control"
438.4,561.9,"control"
428.2,563.9,"control"
423.4,567.6,"control"
434.5,559.3,"control"
435.4,572.6,"control"
440.9,547.2,"control"
437.5,556.1,"control"
442.9,540.5,"control"
423.9,573.7,"control"
427,534.3,"control"
426.8,564.2,"control"
416.3,535.3,"control"
414.5,546,"control"
427.3,554.3,"control"
435.1,572.2,"control"
426.1,558.6,"control"
370.3,564.3,"control"
432.8,552.8,"control"
432.3,565.3,"control"
426.7,542.4,"control"
428.6,568.9,"control"
428.4,561.8,"control"
417.3,534.8,"control"
422,631.9,"control"
434.5,513.1,"control"
418.5,585.1,"control"
415.6,558.1,"control"
413.4,563.4,"control"
422,563.6,"control"
426.6,558.6,"control"
434.9,559.7,"control"
427.2,565.4,"control"
445.7,539.4,"control"
423.3,572.6,"control"
390.9,560.9,"control"
429,570.1,"control"
427.1,568.4,"control"
427.1,550.7,"control"
424.9,564.4,"control"
414.6,516.5,"control"
436.8,565.4,"control"
425.4,566.5,"control"
418.4,613,"control"
425.7,563.1,"control"
422.3,566.2,"control"
423.4,566.9,"control"
417.2,562,"control"
427.2,525.1,"control"
428.5,574.5,"control"
413.6,563.2,"control"
440.2,552.9,"control"
437.1,563.2,"control"
419.4,535.1,"control"
405.4,600,"control"
424.9,564.5,"control"
432.8,563,"control"
439.7,556,"control"
420.5,566.6,"control"
411.7,550.1,"control"
412.9,600.8,"control"
426.9,582,"control"
437.5,557.3,"control"
420.8,558.7,"control"
423.8,611.7,"control"
370.4,564.3,"control"
420.8,573.3,"control"
424.3,567.6,"control"
419.1,534.5,"control"
422.7,561.6,"control"
420,564.5,"control"
423.1,539.5,"control"
432.8,531.4,"control"
437.8,552.8,"control"
427,584.4,"control"
425.7,559.9,"control"
442.8,549.1,"control"
419,563.8,"control"
378.1,592.2,"control"
428.5,517,"control"
427.8,585.3,"control"
422.8,605.7,"control"
427.5,515.6,"control"
421.2,567.4,"control"
420.3,552.9,"control"
421.4,561.4,"control"
436.8,555.1,"control"
414.6,562.3,"control"
433.5,542.1,"control"
426,538.6,"control"
439.6,556.4,"control"
431.3,565.3,"control"
411.9,524.2,"control"
442,539.7,"control"
421.7,564.5,"control"
424.6,597,"control"
434.6,571.9,"control"
430.2,575.3,"control"
439.5,560,"control"
428.8,559.8,"control"
426.7,542.4,"control"
427,596,"control"
424.6,559.3,"control"
435.3,558.7,"control"
427.4,570.3,"control"
426.3,576.3,"control"
435.3,547.7,"control"
426.1,561.6,"control"
424.1,523.4,"control"
429,563.5,"control"
399.9,652.7,"control"
434.9,569.4,"control"
428.3,561.5,"control"
412.9,600.9,"control"
424.3,615.3,"control"
428.2,514.8,"control"
424.4,570.1,"control"
435.1,520,"control"
434.4,549.4,"control"
401.9,570,"control"
438.4,562.1,"control"
426.3,524.7,"control"
422.7,525.8,"control"
424.9,564.2,"control"
404.6,587,"control"
420.6,528.5,"control"
435.4,547.7,"control"
426.4,524.2,"control"
386.4,633.9,"control"
426.3,585.5,"control"
393.4,563.6,"control"
419.7,569.5,"control"
433.4,565.4,"control"
438.1,559.1,"control"
409.3,589.4,"control"
436.5,546,"control"
424,547.4,"control"
431.8,557.6,"control"
428.3,560.8,"control"
424.5,564.4,"control"
419.9,586.1,"control"
426.2,534,"control"
425,564.7,"control"
433,575.9,"control"
424.3,560.4,"control"
393.6,564,"control"
419.4,552.7,"control"
399.9,559.2,"control"
427,582,"control"
426.8,516,"control"
435.9,555,"control"
429.6,550.4,"control"
420.5,586.9,"control"
428.6,563.9,"control"
420.8,573,"control"
421.9,567,"control"
445.8,539.5,"control"
426.5,604.5,"control"
417.1,562.1,"control"
435.1,548.5,"control"
427.8,524.9,"control"
426.7,587.7,"control"
416.5,535.6,"control"
426,547.3,"control"
437.3,561.9,"control"
425,534.4,"control"
425.3,582.2,"control"
419.2,612.5,"control"
420.7,560,"control"
435.4,559.6,"control"
427.1,564.2,"control"
414.4,564,"control"
443.8,542,"control"
432.8,567.9,"control"
428.9,514.5,"control"
427.8,562.2,"control"
438.7,557.8,"control"
433.7,567.9,"control"
418.8,552.4,"control"
427.1,572.3,"control"
436.1,571.1,"control"
393.1,564.4,"control"
428.8,565.1,"control"
385.4,540.5,"control"
435.1,547.2,"control"
425.1,562.1,"control"
429,574.3,"control"
429.5,513.6,"control"
435.5,557.1,"control"
418.7,564.8,"control"
420.8,566.9,"control"
428.8,529.7,"control"
436.8,556.2,"control"
438.2,563.7,"control"
438.7,544.7,"control"
430.5,534.3,"control"
427.8,564.2,"control"
424.3,569.3,"control"
426,542.5,"control"
416.6,552.1,"control"
422.3,569,"control"
418.4,526.6,"control"
427.5,523.9,"control"
436.5,562.7,"control"
434.9,510.1,"control"
418.6,526.7,"control"
425.2,522.4,"control"
411.8,543.3,"control"
429.1,563.8,"control"
427.7,587.4,"control"
405.7,601.4,"control"
429.7,542.4,"control"
423.9,567,"control"
421,579.5,"control"
442.9,540.5,"control"
424.8,565.1,"control"
425.2,563.9,"control"
428.8,577.2,"control"
426.5,556.7,"control"
424.9,564.4,"control"
430,514.7,"control"
426.8,564.4,"control"
426,558.7,"control"
439.7,559,"control"
441.6,538.2,"control"
429.7,542.7,"control"
407,614.5,"control"
417.5,561.7,"control"
420.1,568.1,"control"
406.2,562.8,"control"
416.3,564,"control"
446.1,539.1,"control"
393.3,564.2,"control"
442.5,543.9,"control"
428.3,571.4,"control"
431.5,514.1,"control"
417.1,618.6,"control"
417.1,573.3,"control"
430.7,563.1,"control"
422.6,568.3,"control"
433.1,564.8,"control"
416.1,558.3,"control"
420.2,560.1,"control"
436.7,552.5,"control"
424.9,532.7,"control"
436.3,567.2,"control"
408.5,549.1,"control"
369.9,559.7,"control"
411,550.7,"control"
431.3,581.4,"control"
405.4,561.2,"control"
428.4,514.7,"control"
426.7,535.7,"control"
441.1,549,"control"
430.4,575.2,"control"
434.1,568.7,"control"
437.7,556.2,"control"
399.9,587.6,"control"
428.4,570.1,"control"
416.5,552,"control"
430.8,557.6,"control"
423.4,542.5,"control"
437.1,561,"control"
417.9,566.8,"control"
432.3,549.8,"control"
409.5,552,"control"
423.7,564,"control"
431.5,581.4,"control"
427.4,561.7,"control"
416.9,570.7,"control"
390.1,521.8,"control"
420.2,608.4,"control"
436.7,566.8,"control"
429.1,560.1,"control"
426.2,599.2,"control"
403.6,584.3,"control"
408.4,636.9,"control"
432.7,547,"control"
427.8,587.9,"control"
439.6,546.7,"control"
428,563.4,"control"
428.7,543,"control"
429.3,591,"control"
423.9,582.4,"control"
400.3,651.8,"control"
436.6,554.4,"control"
442.3,541.4,"control"
439.6,546.9,"control"
427.8,542.2,"control"
428.9,564.8,"control"
431.6,515.3,"control"
412.2,552.5,"control"
439.6,564.8,"control"
435.2,568.7,"control"
416.9,556.8,"control"
390.6,551.3,"control"
429.7,561.9,"control"
429.5,587.1,"control"
439.1,557,"control"
429,512.8,"control"
418.5,562.3,"control"
411.1,525.2,"control"
435.9,553.3,"control"
422.3,565.3,"control"
429.4,568.1,"control"
440.4,560,"control"
425.4,566,"control"
427.5,542.6,"control"
438,553.6,"control"
400.2,651.3,"control"
428.9,529.8,"control"
419.6,539.7,"control"
419.6,586.1,"control"
437.6,543.1,"control"
414.1,563.8,"control"
433.5,562.1,"control"
428.7,564,"control"
405.5,517,"control"
440.1,540.8,"control"
398,557.5,"control"
429.9,554.2,"control"
423,568.6,"control"
440.2,557.2,"control"
406.5,642.7,"control"
410.8,551.5,"control"
435.8,561.6,"control"
415.5,566.3,"control"
428.6,516.4,"control"
430.9,557.7,"control"
437.8,552.8,"control"
392,591,"control"
439.3,558.6,"control"
426.9,552,"control"
424,564.5,"control"
423.1,531.9,"control"
425.9,516,"control"
437.7,552.6,"control"
429.5,554.5,"control"
424.1,528.8,"control"
432.3,567.7,"control"
438.2,553.1,"control"
441,554.3,"control"
401.6,561.5,"control"
421.4,566.1,"control"
417.3,572.5,"control"
435.3,547.8,"control"
429.5,554.2,"control"
417.9,526.2,"control"
405.1,516.8,"control"
436.3,567.4,"control"
435.1,546.9,"control"
429.2,565.7,"control"
420.9,581,"control"
427.3,553.2,"control"
426.6,560.7,"control"
422.1,587,"control"
441.8,548.8,"control"
399.5,654,"control"
435.8,566.2,"control"
419.1,567.8,"control"
416.8,535.5,"control"
427.2,515.5,"control"
418.2,526.3,"control"
428.9,583.4,"control"
435.5,570.8,"control"
409.7,587.9,"control"
428.5,515.7,"control"
399.1,515.1,"control"
422.6,526.4,"control"
425.1,534.6,"control"
418.2,587.9,"control"
408.5,548.3,"control"
400,653,"control"
412.1,551.7,"control"
436.1,569.6,"control"
435.7,568.4,"control"
422.1,631.7,"control"
407.3,557,"control"
431.7,566.9,"control"
432.6,563.9,"control"
436.5,568,"control"
422.3,563.5,"control"
424.9,533.9,"control"
411.3,551,"control"
430.3,568,"control"
438.8,557.2,"control"
438.9,565.4,"control"
425.2,568.1,"control"
415.4,571.9,"control"
436.4,567.3,"control"
420.1,560.2,"control"
396.8,539.7,"control"
425.7,565.9,"control"
434.7,573.9,"control"
431.5,566.3,"control"
434.9,568.3,"control"
421.8,528.2,"control"
424.1,563.8,"control"
410.7,550.8,"control"
406.8,526.4,"control"
422.9,535.9,"control"
422,589.1,"control"
409,551.9,"control"
438.5,562.2,"control"
428,515.1,"control"
413.5,563,"control"
437.8,562,"control"
428.5,569.6,"control"
423.7,547.5,"control"
425.6,595.8,"control"
439.8,559.5,"control"
436.5,562.7,"control"
434.8,556.6,"control"
420,564.4,"control"
419.6,552.3,"control"
437.6,558.3,"control"
438.3,540,"control"
424.2,563.6,"control"
428.9,562.1,"control"
416.4,552.2,"control"
434.3,573.4,"control"
419.9,545.9,"control"
424.5,564.2,"control"
427.3,577.3,"control"
424.3,556.7,"control"
420.2,560.3,"control"
420.2,561.9,"control"
433.5,550.7,"control"
427.7,542.2,"control"
430.1,538.5,"control"
422.5,565.7,"control"
436.4,570.2,"control"
429.1,556.7,"control"
443.5,540.1,"control"
424.9,564.3,"control"
436.2,565.8,"control"
427.7,558.7,"control"
422.6,562.6,"control"
435.9,563,"control"
416.2,564,"control"
425.3,565.9,"control"
430.1,532.2,"control"
426.5,550.9,"control"
429.8,566,"control"
430.8,561.5,"control"
437.1,565.3,"control"
428.9,514.9,"control"
399.2,653.6,"control"
421,567,"control"
425.8,561.2,"control"
434.7,559.1,"control"
429,512.9,"control"
418,566.9,"control"
430.2,587.4,"control"
417,555.3,"control"
418.9,554.7,"control"
439.9,557,"control"
428.3,570,"control"
423.5,574,"control"
443.9,541.3,"control"
409.7,562.3,"control"
437.7,545.5,"control"
428.3,516.3,"control"
431.8,545.9,"control"
417.5,555.5,"control"
383.9,583.3,"control"
434.4,568.5,"control"
428.3,586.4,"control"
420.4,529,"control"
426.5,604.5,"control"
411.5,549.6,"control"
420.5,529.4,"control"
433.3,568.5,"control"
417.6,561.6,"control"
418.8,592.3,"control"
419.6,568.3,"control"
431,564.1,"control"
420.9,515.6,"control"
418.2,540.8,"control"
432.6,552.8,"control"
408.5,549.3,"control"
438.2,557.6,"control"
412.6,564,"control"
419.5,552.7,"control"
432.5,566.5,"control"
431,565.2,"control"
402.7,537,"control"
435.9,547,"control"
429,513.9,"control"
430.8,564.9,"control"
427.4,576.8,"control"
423.2,545.7,"control"
430,516.7,"control"
425.6,565.3,"control"
427.2,568.4,"control"
419.9,566.2,"control"
422.1,601.3,"control"
425.1,553,"control"
427.8,513.7,"control"
432.2,550.1,"control"
418.9,547.3,"control"
419.5,565.8,"control"
435.4,555.1,"control"
426.6,543.3,"control"
429.1,565.6,"control"
429,515,"control"
409.5,563,"control"
399.5,652.3,"control"
428.1,513.6,"control"
432.6,564.4,"control"
435.9,553,"control"
437.3,565.4,"control"
425.6,566.3,"control"
401.2,535.5,"control"
420.5,533.4,"control"
437.5,547.3,"control"
432.9,563.8,"control"
431.9,581.2,"control"
427,550.2,"control"
422.9,561.7,"control"
415.6,558.7,"control"
426.7,581.9,"control"
415.6,601.8,"control"
433.6,576.1,"control"
440.6,559.6,"control"
432.8,563.4,"control"
405.5,601.6,"control"
440.6,549.1,"control"
439.8,556.7,"control"
417.1,551.2,"control"
426.6,550.3,"control"
420.6,528,"control"
433.9,569.3,"control"
430,567.6,"control"
430.8,564.1,"control"
425,562,"control"
408.8,551.8,"control"
425.7,569,"control"
399.5,564.6,"control"
421.6,563.9,"control"
431.5,558.1,"control"
437.6,557.1,"control"
434.8,548.6,"control"
435,561.8,"control"
443.2,540.3,"control"
429,514.3,"control"
433,565.3,"control"
372.6,567,"control"
439.5,564.5,"control"
426.5,561.2,"control"
426,567.3,"control"
431.7,571.8,"control"
425.1,522.5,"control"
416.3,535.5,"control"
418.4,555.1,"control"
399.8,624.8,"control"
393.1,560.1,"control"
444.1,538.2,"control"
425.7,565.3,"control"
370.7,564,"control"
418.1,533.2,"control"
440.3,559,"control"
425.8,565.4,"control"
416.9,537.4,"control"
433.1,531.7,"control"
421.9,564.6,"control"
418.1,567.8,"control"
430.4,563.7,"control"
426.9,587.6,"control"
427.8,587.4,"control"
428.2,565.2,"control"
426.6,560.4,"control"
419.6,565.3,"control"
423.1,552.2,"control"
438.6,556.5,"control"
409.2,552.2,"control"
443.7,543.7,"control"
432,550.2,"control"
433.6,569.2,"control"
425.8,562.3,"control"
434.8,561.5,"control"
430.6,544.2,"control"
424.6,522.4,"control"
415.5,566.7,"control"
434.1,568.7,"control"
442.8,549.5,"control"
439.7,558.7,"control"
412,556.5,"control"
426,564.4,"control"
379.2,585.7,"control"
425.3,551.3,"control"
417,540,"control"
429.9,557.7,"control"
424.1,624.5,"control"
399.7,523.4,"control"
440.6,556.7,"control"
418.6,613.2,"control"
425.4,565.2,"control"
442.6,548.7,"control"
424.9,561.6,"control"
426.4,561.6,"control"
428.4,532.6,"control"
431.5,511.1,"control"
423.1,565,"control"
428.6,556.4,"control"
424.8,576.9,"control"
